Date,Open,High,Low,Close,Adj Close,Volume
2023-11-30,37861.11719,38141.75391,37531.14063,37712.74609,37712.74609,18115982627
2023-12-01,37718.00781,38954.10938,37629.35938,38688.75,38688.75,23512784002
2023-12-02,38689.27734,39678.9375,38652.59375,39476.33203,39476.33203,15534035612
2023-12-03,39472.20703,40135.60547,39298.16406,39978.39063,39978.39063,15769696322
2023-12-04,39978.62891,42371.75,39978.62891,41980.09766,41980.09766,39856129827
2023-12-05,41986.26563,44408.66406,41421.14844,44080.64844,44080.64844,36312154535
2023-12-06,44080.02344,44265.76953,43478.08203,43746.44531,43746.44531,29909761586
2023-12-07,43769.13281,44042.58984,42880.64844,43292.66406,43292.66406,27635760671
2023-12-08,43293.13672,44705.51563,43125.29688,44166.60156,44166.60156,24421116687
2023-12-09,44180.01953,44361.25781,43627.59766,43725.98438,43725.98438,17368210171
2023-12-10,43728.38281,44034.625,43593.28516,43779.69922,43779.69922,13000481418
2023-12-11,43792.01953,43808.375,40234.57813,41243.83203,41243.83203,40632672038
2023-12-12,41238.73438,42048.30469,40667.5625,41450.22266,41450.22266,24779520132
2023-12-13,41468.46484,43429.78125,40676.86719,42890.74219,42890.74219,26797884674
2023-12-14,42884.26172,43390.85938,41767.08984,43023.97266,43023.97266,25578530178
2023-12-15,43028.25,43087.82422,41692.96875,41929.75781,41929.75781,19639442462
2023-12-16,41937.74219,42664.94531,41723.11328,42240.11719,42240.11719,14386729590
2023-12-17,42236.10938,42359.49609,41274.54297,41364.66406,41364.66406,16678702876
2023-12-18,41348.20313,42720.29688,40530.25781,42623.53906,42623.53906,25224642008
2023-12-19,42641.51172,43354.29688,41826.33594,42270.52734,42270.52734,23171001281
2023-12-20,42261.30078,44275.58594,42223.81641,43652.25,43652.25,27868908174
2023-12-21,43648.125,44240.66797,43330.05078,43869.15234,43869.15234,22452766169
2023-12-22,43868.98828,44367.95703,43441.96875,43997.90234,43997.90234,21028503216
2023-12-23,44012.19922,44015.69922,43351.35547,43739.54297,43739.54297,13507796558
2023-12-24,43728.36719,43945.52344,42786.91797,43016.11719,43016.11719,18830554085
2023-12-25,43010.57422,43765.09375,42765.76953,43613.14063,43613.14063,21115795370
2023-12-26,43599.84766,43603.17578,41676.48828,42520.40234,42520.40234,30026850982
2023-12-27,42518.46875,43683.16016,42167.58203,43442.85547,43442.85547,25260941032
2023-12-28,43468.19922,43804.78125,42318.55078,42627.85547,42627.85547,22992093014
2023-12-29,42614.64453,43124.32422,41424.0625,42099.40234,42099.40234,26000021055
2023-12-30,42091.75391,42584.125,41556.22656,42156.90234,42156.90234,16013925945
2023-12-31,42152.09766,42860.9375,41998.25391,42265.1875,42265.1875,16397498810
2024-01-01,42280.23438,44175.4375,42214.97656,44167.33203,44167.33203,18426978443
2024-01-02,44187.14063,45899.70703,44176.94922,44957.96875,44957.96875,39335274536
2024-01-03,44961.60156,45503.24219,40813.53516,42848.17578,42848.17578,46342323118
2024-01-04,42855.81641,44770.02344,42675.17578,44179.92188,44179.92188,30448091210
2024-01-05,44192.98047,44353.28516,42784.71875,44162.69141,44162.69141,32336029347
2024-01-06,44178.95313,44227.63281,43475.15625,43989.19531,43989.19531,16092503468
2024-01-07,43998.46484,44495.57031,43662.23047,43943.09766,43943.09766,19330573863
2024-01-08,43948.70703,47218,43244.08203,46970.50391,46970.50391,42746192015
2024-01-09,46987.64063,47893.69922,45244.71484,46139.73047,46139.73047,39821290992
2024-01-10,46121.53906,46196.4375,44707.55469,45025.07813,45025.07813,39423537152
