,CreditScore,Location,Male,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
918,715.0,,1.0,33.0,4.0,142388.61,2.0,?,0.0,62368.33,0
919,769.0,1.0,1.0,33.0,8.0,0.0,2.0,1.0,0.0,171045.65,0
920,777.0,2.0,1.0,30.0,9.0,155047.56,2.0,1.0,0.0,38190.78,0
921,707.0,0.0,0.0,23.0,5.0,146547.78,1.0,0.0,0.0,136877.24,0
922,691.0,1.0,0.0,34.0,9.0,0.0,2.0,0.0,1.0,16081.62,0
923,693.0,1.0,1.0,28.0,3.0,0.0,1.0,1.0,1.0,92980.97,0
924,596.0,0.0,0.0,37.0,8.0,122924.84,2.0,1.0,1.0,79871.84,0
925,739.0,1.0,1.0,32.0,0.0,0.0,2.0,1.0,1.0,133465.57,0
926,724.0,2.0,1.0,38.0,7.0,145221.85,1.0,0.0,1.0,4441.18,0
927,574.0,1.0,0.0,30.0,1.0,0.0,1.0,1.0,0.0,142548.33,0
928,516.0,1.0,1.0,36.0,7.0,0.0,2.0,1.0,1.0,101834.58,0
929,648.0,1.0,0.0,37.0,4.0,0.0,1.0,0.0,1.0,151903.6,0
930,670.0,2.0,1.0,42.0,7.0,91241.85,1.0,1.0,0.0,166520.96,0
931,592.0,0.0,0.0,59.0,2.0,93816.7,2.0,1.0,1.0,126172.11,0
932,752.0,1.0,1.0,49.0,4.0,0.0,1.0,1.0,0.0,190296.76,1
933,635.0,2.0,0.0,33.0,5.0,0.0,2.0,1.0,0.0,64038.34,0
934,632.0,2.0,1.0,41.0,8.0,0.0,2.0,0.0,0.0,126561.89,0
935,638.0,1.0,0.0,35.0,9.0,0.0,2.0,1.0,1.0,7919.08,0
936,800.0,0.0,0.0,49.0,7.0,108007.36,1.0,0.0,0.0,47125.11,0
937,632.0,1.0,0.0,44.0,6.0,63438.91,1.0,1.0,0.0,64375.4,0
938,781.0,1.0,1.0,38.0,8.0,0.0,2.0,1.0,1.0,49872.33,0
939,526.0,1.0,0.0,36.0,0.0,0.0,2.0,1.0,1.0,97767.63,0
940,665.0,1.0,1.0,52.0,7.0,0.0,1.0,0.0,1.0,87412.74,0
941,498.0,0.0,1.0,28.0,7.0,109783.69,2.0,1.0,1.0,67944.09,0
942,680.0,1.0,1.0,42.0,6.0,,1.0,1.0,1.0,106851.7,0
943,599.0,1.0,1.0,38.0,5.0,0.0,2.0,1.0,0.0,28861.69,1
944,559.0,2.0,1.0,41.0,6.0,0.0,1.0,0.0,0.0,82321.02,1
945,675.0,?,1.0,44.0,2.0,0.0,2.0,1.0,1.0,86460.28,0
946,590.0,1.0,1.0,28.0,8.0,0.0,2.0,1.0,1.0,162516.33,0
947,801.0,1.0,0.0,25.0,1.0,0.0,2.0,0.0,0.0,1408.92,0
948,503.0,1.0,1.0,32.0,2.0,100262.88,1.0,0.0,1.0,157921.25,0
949,629.0,1.0,0.0,43.0,4.0,0.0,1.0,1.0,0.0,41263.69,1
950,731.0,0.0,1.0,36.0,3.0,116880.53,1.0,0.0,0.0,172501.38,1
951,817.0,,1.0,22.0,5.0,114327.59,2.0,0.0,1.0,42831.11,1
952,573.0,1.0,0.0,39.0,1.0,0.0,2.0,1.0,0.0,182355.21,0
953,624.0,1.0,1.0,29.0,7.0,?,2.0,0.0,1.0,?,0
954,604.0,1.0,0.0,34.0,4.0,0.0,2.0,0.0,0.0,132943.88,0
955,549.0,1.0,1.0,29.0,1.0,?,1.0,1.0,0.0,,0
956,621.0,0.0,0.0,38.0,3.0,144880.34,2.0,0.0,0.0,60420.07,0
957,604.0,2.0,1.0,31.0,2.0,0.0,2.0,1.0,1.0,188078.55,0
958,648.0,1.0,0.0,33.0,9.0,0.0,2.0,1.0,0.0,148779.41,0
959,684.0,1.0,0.0,51.0,4.0,0.0,1.0,0.0,0.0,130112.78,1
960,641.0,1.0,1.0,34.0,3.0,0.0,2.0,1.0,0.0,170819.01,0
961,662.0,0.0,0.0,65.0,1.0,156297.59,1.0,1.0,0.0,115146.4,1
962,581.0,0.0,1.0,31.0,1.0,121523.51,1.0,1.0,1.0,105221.76,0
963,644.0,1.0,0.0,48.0,3.0,0.0,2.0,1.0,1.0,92876.22,0
964,686.0,2.0,0.0,37.0,9.0,0.0,2.0,1.0,1.0,155876.06,0
965,573.0,1.0,1.0,23.0,7.0,0.0,1.0,1.0,1.0,196651.72,0
966,516.0,1.0,0.0,32.0,9.0,0.0,1.0,1.0,1.0,1375.41,0
967,595.0,1.0,0.0,30.0,9.0,0.0,2.0,1.0,0.0,172576.43,0
968,643.0,0.0,?,45.0,4.0,150842.93,2.0,0.0,1.0,2319.96,0
969,724.0,2.0,0.0,40.0,7.0,?,2.0,1.0,0.0,66463.62,0
970,652.0,0.0,0.0,56.0,7.0,114514.71,1.0,?,0.0,122021.33,1
971,547.0,1.0,0.0,29.0,1.0,104450.86,1.0,1.0,1.0,37160.28,0
972,733.0,1.0,0.0,42.0,4.0,133636.16,1.0,1.0,0.0,165385.55,0
973,850.0,2.0,1.0,33.0,2.0,0.0,2.0,1.0,0.0,147910.49,0
974,732.0,1.0,0.0,34.0,7.0,92347.94,1.0,1.0,1.0,66526.45,0
975,604.0,2.0,0.0,31.0,1.0,0.0,2.0,1.0,1.0,62389.12,0
976,625.0,2.0,1.0,34.0,4.0,126679.69,2.0,0.0,1.0,67622.36,0
977,577.0,1.0,1.0,34.0,4.0,0.0,?,1.0,0.0,151925.25,0
978,580.0,2.0,1.0,50.0,3.0,0.0,1.0,0.0,0.0,145558.42,0
979,775.0,0.0,1.0,51.0,5.0,123783.25,1.0,1.0,0.0,134901.57,1
980,714.0,2.0,0.0,?,4.0,0.0,2.0,1.0,1.0,145937.99,0
981,585.0,1.0,1.0,34.0,,145578.28,1.0,1.0,0.0,152571.61,0
982,700.0,0.0,0.0,41.0,5.0,93960.35,2.0,0.0,1.0,143463.28,0
983,633.0,1.0,1.0,,5.0,0.0,2.0,1.0,0.0,66893.28,0
984,679.0,1.0,0.0,42.0,5.0,,2.0,1.0,1.0,,0
985,577.0,2.0,?,48.0,8.0,0.0,1.0,,0.0,173365.89,1
986,638.0,,1.0,31.0,4.0,114543.27,1.0,1.0,1.0,97755.29,0
987,727.0,2.0,1.0,45.0,7.0,167772.57,1.0,1.0,1.0,71725.4,0
988,778.0,1.0,0.0,35.0,6.0,0.0,2.0,1.0,1.0,133699.82,0
989,619.0,1.0,0.0,51.0,7.0,0.0,1.0,1.0,0.0,53311.12,1
990,724.0,2.0,0.0,35.0,3.0,129490.36,2.0,1.0,1.0,8590.83,0
991,698.0,1.0,0.0,?,10.0,0.0,2.0,1.0,0.0,103372.9,0
992,696.0,1.0,0.0,49.0,5.0,0.0,2.0,0.0,0.0,,1
993,706.0,0.0,1.0,50.0,7.0,145541.56,3.0,0.0,1.0,161064.29,1
994,511.0,1.0,0.0,35.0,9.0,139180.2,1.0,0.0,0.0,123880.19,0
995,585.0,,1.0,28.0,8.0,0.0,2.0,1.0,1.0,84474.48,0
996,691.0,2.0,0.0,48.0,?,0.0,1.0,1.0,0.0,84644.76,1
997,643.0,0.0,0.0,?,8.0,70731.07,1.0,1.0,0.0,161519.77,1
998,693.0,0.0,0.0,27.0,5.0,122298.19,2.0,1.0,0.0,118974.64,0
999,646.0,1.0,1.0,34.0,2.0,0.0,2.0,1.0,1.0,105979.83,0
1000,624.0,1.0,0.0,40.0,4.0,125728.28,1.0,1.0,0.0,183682.08,0
1001,850.0,1.0,0.0,46.0,?,153366.13,1.0,1.0,0.0,71139.31,1
1002,710.0,1.0,0.0,38.0,1.0,0.0,2.0,1.0,0.0,47764.99,0
1003,646.0,2.0,1.0,34.0,4.0,0.0,2.0,1.0,1.0,136075.94,0
1004,512.0,0.0,0.0,38.0,2.0,123674.28,1.0,1.0,0.0,80190.36,0
1005,699.0,2.0,0.0,43.0,6.0,0.0,1.0,0.0,1.0,168816.44,1
1006,678.0,0.0,1.0,38.0,9.0,84421.62,2.0,1.0,0.0,152491.22,0
1007,,2.0,1.0,44.0,3.0,0.0,2.0,1.0,0.0,135077.01,1
1008,628.0,2.0,1.0,50.0,4.0,0.0,2.0,0.0,0.0,144366.83,0
1009,616.0,1.0,1.0,36.0,1.0,0.0,2.0,1.0,1.0,153605.75,0
1010,648.0,0.0,0.0,32.0,9.0,121763.73,1.0,1.0,1.0,1364.41,0
1011,648.0,1.0,0.0,27.0,4.0,0.0,2.0,1.0,0.0,100805.54,1
1012,?,1.0,1.0,30.0,2.0,0.0,2.0,0.0,1.0,176142.09,0
1013,540.0,0.0,1.0,45.0,5.0,103909.86,1.0,1.0,0.0,83090.35,0
1014,567.0,1.0,0.0,,5.0,157228.61,1.0,1.0,0.0,146041.45,0
1015,570.0,1.0,1.0,32.0,7.0,131406.56,1.0,1.0,0.0,47952.45,0
1016,743.0,0.0,1.0,40.0,2.0,119530.52,2.0,1.0,1.0,168460.12,0
1017,644.0,2.0,1.0,33.0,2.0,0.0,2.0,1.0,1.0,106564.01,0
1018,,2.0,?,45.0,6.0,130931.83,2.0,0.0,1.0,193408.43,1
1019,636.0,2.0,1.0,38.0,5.0,141178.07,,1.0,0.0,71173.64,1
1020,578.0,1.0,0.0,29.0,3.0,0.0,1.0,1.0,0.0,157908.18,0
1021,651.0,1.0,1.0,46.0,6.0,0.0,2.0,0.0,1.0,182270.88,0
1022,683.0,0.0,0.0,38.0,1.0,98649.45,?,0.0,0.0,185536.4,1
1023,663.0,0.0,1.0,23.0,2.0,116121.71,2.0,0.0,1.0,48644.94,0
1024,685.0,2.0,0.0,48.0,7.0,154953.19,1.0,1.0,0.0,172478.19,1
1025,694.0,2.0,0.0,34.0,0.0,0.0,2.0,1.0,1.0,131718.12,0
1026,589.0,1.0,0.0,38.0,6.0,142721.52,1.0,1.0,,126726.33,0
1027,698.0,1.0,0.0,35.0,8.0,119023.28,1.0,1.0,0.0,100816.29,1
1028,554.0,1.0,1.0,30.0,2.0,0.0,2.0,1.0,0.0,90928.88,0
1029,727.0,2.0,?,34.0,6.0,156921.92,1.0,1.0,0.0,96434.37,0
1030,735.0,1.0,0.0,50.0,2.0,0.0,1.0,1.0,0.0,143629.01,1
1031,655.0,1.0,1.0,44.0,3.0,133936.97,2.0,1.0,,118863.38,0
1032,684.0,0.0,1.0,40.0,7.0,117411.6,1.0,1.0,,161845.81,0
1033,595.0,2.0,1.0,34.0,7.0,96763.12,1.0,1.0,1.0,188203.25,0
1034,561.0,2.0,1.0,25.0,6.0,97705.99,2.0,1.0,0.0,86920.97,0
1035,637.0,1.0,,36.0,,76656.4,1.0,1.0,0.0,121312.39,0
1036,703.0,1.0,0.0,37.0,7.0,0.0,2.0,0.0,0.0,72876.43,0
1037,577.0,1.0,1.0,36.0,3.0,136959.12,1.0,0.0,0.0,,0
1038,662.0,1.0,0.0,33.0,8.0,0.0,2.0,1.0,0.0,88689.4,0
1039,850.0,1.0,0.0,43.0,2.0,118899.45,1.0,0.0,0.0,49826.71,0
1040,706.0,0.0,0.0,23.0,5.0,137060.88,1.0,1.0,1.0,165227.23,0
1041,646.0,1.0,0.0,42.0,9.0,148863.09,1.0,1.0,0.0,47775.41,0
1042,646.0,0.0,1.0,21.0,,117866.92,2.0,0.0,0.0,151581.79,0
1043,850.0,1.0,1.0,39.0,6.0,127771.35,2.0,0.0,1.0,151738.54,0
1044,656.0,1.0,1.0,29.0,4.0,0.0,2.0,1.0,0.0,14073.11,0
1045,613.0,1.0,1.0,43.0,2.0,139432.37,2.0,0.0,0.0,125438.47,1
1046,757.0,2.0,0.0,25.0,0.0,0.0,2.0,1.0,0.0,166650.9,0
1047,,1.0,1.0,54.0,9.0,0.0,1.0,0.0,0.0,120540.83,1
1048,590.0,0.0,1.0,45.0,9.0,169743.2,1.0,0.0,0.0,86920.09,1
1049,708.0,0.0,0.0,56.0,2.0,125818.52,1.0,1.0,0.0,28226.11,1
1050,645.0,,1.0,34.0,2.0,0.0,1.0,1.0,1.0,88890.05,0
1051,731.0,1.0,1.0,37.0,5.0,0.0,2.0,1.0,1.0,156598.23,0
1052,571.0,1.0,1.0,41.0,5.0,0.0,1.0,1.0,?,63736.36,0
1053,584.0,2.0,1.0,46.0,1.0,0.0,2.0,0.0,1.0,94488.41,0
1054,727.0,2.0,?,36.0,7.0,0.0,2.0,1.0,0.0,16250.61,0
1055,562.0,1.0,1.0,34.0,5.0,0.0,2.0,,0.0,,0
1056,683.0,1.0,0.0,32.0,5.0,0.0,2.0,1.0,0.0,138882.54,0
1057,?,2.0,,34.0,5.0,0.0,1.0,1.0,1.0,41139.05,0
1058,552.0,1.0,0.0,38.0,4.0,0.0,1.0,1.0,1.0,44904.26,0
1059,,2.0,1.0,28.0,4.0,0.0,2.0,0.0,1.0,183490.82,0
1060,681.0,1.0,0.0,41.0,6.0,109848.6,1.0,1.0,0.0,169386.81,0
1061,651.0,2.0,0.0,41.0,5.0,0.0,1.0,1.0,1.0,93839.68,0
1062,597.0,1.0,0.0,32.0,5.0,0.0,2.0,1.0,1.0,174825.57,0
1063,694.0,1.0,1.0,34.0,9.0,0.0,2.0,1.0,0.0,54474.48,0
1064,547.0,2.0,1.0,32.0,?,0.0,2.0,1.0,0.0,121840.6,0
1065,639.0,2.0,0.0,32.0,1.0,0.0,2.0,1.0,1.0,59816.41,0
1066,584.0,2.0,0.0,37.0,3.0,?,1.0,1.0,0.0,56794.73,0
1067,738.0,1.0,1.0,45.0,6.0,118588.35,1.0,0.0,1.0,55725.04,0
1068,637.0,1.0,1.0,31.0,0.0,103818.41,1.0,1.0,0.0,161579.85,0
1069,554.0,0.0,0.0,31.0,3.0,116585.97,1.0,?,0.0,134878.19,1
1070,597.0,2.0,1.0,34.0,5.0,0.0,2.0,1.0,0.0,90883.82,0
1071,597.0,1.0,1.0,34.0,0.0,88963.31,2.0,1.0,0.0,161435.02,0
1072,652.0,2.0,1.0,22.0,5.0,,2.0,0.0,0.0,170835.32,0
1073,585.0,0.0,,,5.0,113948.58,2.0,1.0,0.0,113781.99,1
1074,590.0,0.0,0.0,43.0,6.0,113657.83,1.0,1.0,0.0,133565.99,1
1075,730.0,1.0,1.0,39.0,,0.0,1.0,?,0.0,179451.42,0
1076,739.0,1.0,,43.0,2.0,0.0,2.0,1.0,0.0,105568.6,0
1077,608.0,1.0,1.0,31.0,9.0,0.0,2.0,1.0,0.0,12091.56,0
1078,539.0,2.0,0.0,22.0,6.0,0.0,2.0,1.0,1.0,173783.38,0
1079,775.0,1.0,0.0,33.0,2.0,125437.69,1.0,1.0,1.0,159475.0,0
1080,668.0,2.0,1.0,34.0,4.0,156674.48,2.0,1.0,1.0,101179.84,0
1081,712.0,1.0,0.0,32.0,3.0,0.0,2.0,1.0,1.0,180698.32,0
1082,693.0,2.0,0.0,35.0,2.0,0.0,2.0,1.0,1.0,82867.55,0
1083,651.0,2.0,0.0,33.0,2.0,77866.84,2.0,0.0,0.0,152733.93,0
1084,,1.0,1.0,35.0,7.0,0.0,2.0,0.0,0.0,176984.34,0
1085,693.0,1.0,1.0,45.0,3.0,0.0,1.0,1.0,1.0,30793.61,0
1086,717.0,1.0,1.0,40.0,0.0,98241.04,2.0,1.0,0.0,110887.14,0
1087,584.0,1.0,1.0,37.0,10.0,0.0,2.0,1.0,1.0,?,0
1088,706.0,1.0,1.0,31.0,10.0,134593.01,2.0,1.0,,72467.69,0
1089,711.0,2.0,1.0,44.0,8.0,?,1.0,1.0,0.0,16989.77,0
1090,673.0,2.0,0.0,72.0,10.0,123811.21,1.0,1.0,1.0,66585.61,0
1091,?,1.0,1.0,33.0,9.0,0.0,2.0,1.0,1.0,13892.59,0
1092,691.0,0.0,0.0,46.0,4.0,119336.29,1.0,1.0,0.0,132039.35,1
1093,,2.0,1.0,53.0,1.0,111061.01,2.0,0.0,0.0,26542.17,0
1094,693.0,1.0,1.0,39.0,4.0,0.0,2.0,1.0,1.0,142331.39,0
1095,594.0,1.0,0.0,37.0,7.0,0.0,2.0,1.0,0.0,171706.66,0
1096,594.0,0.0,1.0,44.0,10.0,153325.1,1.0,1.0,1.0,55763.66,0
1097,712.0,1.0,1.0,33.0,9.0,0.0,1.0,1.0,0.0,184524.58,0
1098,652.0,1.0,0.0,34.0,6.0,0.0,1.0,0.0,1.0,173989.47,0
1099,632.0,1.0,0.0,,8.0,0.0,2.0,1.0,,123583.88,0
1100,477.0,1.0,,37.0,7.0,0.0,2.0,1.0,1.0,170122.22,0
1101,676.0,1.0,0.0,36.0,,128743.55,1.0,1.0,0.0,120250.58,0
1102,558.0,1.0,1.0,40.0,6.0,0.0,2.0,1.0,0.0,173844.89,0
1103,577.0,0.0,1.0,39.0,3.0,153639.11,2.0,0.0,1.0,171519.06,0
1104,758.0,1.0,0.0,23.0,5.0,82924.38,2.0,0.0,0.0,125927.54,0
1105,588.0,1.0,1.0,43.0,6.0,0.0,1.0,1.0,0.0,162022.47,1
1106,642.0,1.0,0.0,27.0,1.0,0.0,2.0,1.0,0.0,142730.27,0
1107,640.0,0.0,0.0,43.0,7.0,126477.41,1.0,1.0,0.0,121798.52,1
1108,707.0,1.0,1.0,40.0,3.0,111213.64,1.0,1.0,0.0,91881.29,0
1109,579.0,1.0,0.0,32.0,8.0,0.0,2.0,1.0,1.0,142996.89,0
1110,684.0,,1.0,30.0,5.0,0.0,1.0,1.0,1.0,107876.2,0
1111,567.0,1.0,1.0,36.0,3.0,0.0,2.0,1.0,1.0,25554.67,0
1112,850.0,2.0,1.0,38.0,5.0,,1.0,1.0,0.0,73949.94,0
1113,487.0,2.0,1.0,47.0,6.0,0.0,2.0,1.0,0.0,99843.18,0
1114,642.0,0.0,1.0,66.0,6.0,122028.65,1.0,0.0,1.0,73856.28,0
1115,663.0,2.0,0.0,51.0,6.0,0.0,1.0,1.0,0.0,142223.94,1
1116,561.0,2.0,0.0,35.0,7.0,133868.21,1.0,1.0,0.0,27286.1,0
1117,850.0,2.0,0.0,33.0,9.0,142400.61,1.0,1.0,0.0,43835.41,1
1118,633.0,2.0,1.0,47.0,9.0,130169.27,1.0,1.0,0.0,102975.72,0
1119,613.0,1.0,1.0,40.0,1.0,0.0,?,0.0,0.0,151325.24,0
1120,694.0,0.0,0.0,35.0,3.0,?,2.0,1.0,1.0,122949.25,0
1121,567.0,0.0,1.0,29.0,3.0,76319.64,2.0,0.0,1.0,57975.8,0
1122,679.0,,1.0,31.0,6.0,0.0,2.0,0.0,0.0,111471.13,0
1123,716.0,1.0,1.0,31.0,7.0,0.0,2.0,1.0,0.0,43882.56,0
1124,744.0,2.0,1.0,42.0,3.0,0.0,2.0,,0.0,131804.86,0
1125,644.0,1.0,1.0,42.0,5.0,128289.7,3.0,1.0,0.0,9149.96,1
1126,611.0,2.0,0.0,36.0,5.0,165969.26,2.0,1.0,0.0,73657.38,0
1127,645.0,1.0,0.0,?,?,0.0,2.0,1.0,0.0,158948.63,0
1128,850.0,1.0,1.0,28.0,1.0,136444.25,1.0,1.0,0.0,48475.12,0
1129,658.0,,0.0,47.0,1.0,124593.23,1.0,1.0,0.0,,1
1130,689.0,1.0,1.0,37.0,8.0,0.0,2.0,1.0,0.0,182955.98,0
1131,595.0,2.0,1.0,42.0,5.0,79360.13,1.0,?,1.0,51324.87,0
1132,712.0,1.0,1.0,28.0,7.0,0.0,1.0,?,1.0,189642.13,0
1133,755.0,1.0,1.0,32.0,2.0,0.0,2.0,1.0,1.0,111180.3,0
1134,?,1.0,0.0,32.0,,92216.84,1.0,1.0,0.0,119425.65,0
1135,619.0,0.0,0.0,53.0,8.0,121532.17,1.0,1.0,0.0,168053.4,1
1136,651.0,2.0,1.0,49.0,4.0,115636.05,2.0,1.0,0.0,70400.86,0
1137,642.0,,0.0,26.0,6.0,0.0,1.0,1.0,0.0,137985.69,1
1138,662.0,1.0,1.0,26.0,2.0,0.0,1.0,1.0,1.0,72929.96,0
1139,732.0,1.0,1.0,55.0,8.0,160566.11,2.0,1.0,1.0,169862.01,1
1140,590.0,1.0,1.0,60.0,6.0,147751.75,1.0,1.0,0.0,88206.04,0
1141,583.0,2.0,0.0,42.0,5.0,0.0,2.0,1.0,0.0,?,0
1142,561.0,0.0,?,28.0,5.0,135889.17,1.0,1.0,0.0,181768.28,1
1143,709.0,0.0,1.0,29.0,5.0,91955.56,2.0,1.0,1.0,65979.54,0
1144,655.0,?,1.0,35.0,7.0,77168.87,1.0,0.0,0.0,89874.82,0
1145,703.0,1.0,0.0,22.0,3.0,0.0,2.0,1.0,0.0,167848.02,0
1146,634.0,1.0,1.0,30.0,8.0,146311.58,1.0,1.0,1.0,75888.65,0
1147,684.0,2.0,0.0,33.0,10.0,113743.37,1.0,1.0,0.0,135077.01,0
1148,710.0,1.0,1.0,31.0,1.0,0.0,2.0,1.0,0.0,192298.84,0
1149,679.0,0.0,0.0,28.0,6.0,148853.29,2.0,1.0,0.0,142331.85,0
1150,637.0,0.0,0.0,45.0,8.0,137937.95,3.0,1.0,0.0,128875.86,1
1151,556.0,1.0,1.0,34.0,2.0,0.0,2.0,1.0,0.0,55725.04,0
1152,673.0,,1.0,33.0,0.0,111065.94,1.0,,0.0,91775.78,0
1153,548.0,0.0,0.0,43.0,4.0,121718.32,1.0,1.0,0.0,172097.73,0
1154,538.0,2.0,1.0,40.0,8.0,0.0,1.0,0.0,1.0,25554.4,1
1155,673.0,1.0,0.0,37.0,2.0,0.0,2.0,1.0,1.0,1364.73,0
1156,705.0,0.0,0.0,64.0,1.0,141535.52,1.0,0.0,0.0,179012.3,1
1157,731.0,0.0,0.0,39.0,7.0,104784.81,1.0,1.0,1.0,174478.05,0
1158,678.0,1.0,0.0,32.0,9.0,0.0,2.0,0.0,0.0,99836.89,0
1159,574.0,0.0,1.0,37.0,5.0,133871.05,2.0,1.0,0.0,72945.98,0
1160,670.0,1.0,0.0,29.0,6.0,0.0,1.0,1.0,0.0,1485.55,0
1161,656.0,1.0,1.0,36.0,8.0,120047.77,1.0,1.0,0.0,137173.39,0
1162,654.0,0.0,0.0,37.0,5.0,?,1.0,0.0,0.0,101314.65,1
1163,724.0,0.0,1.0,59.0,7.0,172448.54,2.0,0.0,1.0,179485.24,0
1164,648.0,1.0,1.0,35.0,7.0,0.0,2.0,1.0,1.0,150784.29,0
1165,567.0,2.0,0.0,60.0,2.0,185714.17,1.0,1.0,0.0,57962.41,1
1166,457.0,1.0,0.0,38.0,7.0,164496.99,1.0,1.0,1.0,163327.27,0
1167,606.0,1.0,,29.0,0.0,98263.46,2.0,1.0,0.0,164717.95,0
1168,619.0,1.0,0.0,,9.0,0.0,1.0,1.0,0.0,38186.85,0
1169,644.0,1.0,1.0,39.0,7.0,0.0,,0.0,0.0,158918.02,0
1170,667.0,1.0,1.0,34.0,5.0,?,2.0,1.0,0.0,176915.58,0
1171,609.0,1.0,0.0,44.0,8.0,167795.6,?,1.0,0.0,44390.38,1
1172,575.0,,1.0,53.0,1.0,84903.33,1.0,1.0,1.0,26015.8,0
1173,651.0,1.0,0.0,35.0,1.0,0.0,2.0,,1.0,143595.44,0
1174,659.0,2.0,1.0,?,8.0,0.0,2.0,0.0,1.0,125920.54,0
1175,638.0,0.0,,64.0,,105736.32,1.0,1.0,1.0,89935.73,1
1176,621.0,2.0,0.0,41.0,2.0,0.0,2.0,?,1.0,25325.04,0
1177,679.0,1.0,1.0,30.0,5.0,0.0,2.0,1.0,0.0,75786.55,0
1178,568.0,1.0,1.0,51.0,2.0,0.0,4.0,0.0,1.0,66586.56,0
1179,?,2.0,0.0,32.0,1.0,0.0,2.0,1.0,0.0,81251.24,0
1180,648.0,0.0,1.0,38.0,3.0,125919.35,1.0,1.0,0.0,177747.72,0
1181,556.0,1.0,1.0,35.0,2.0,162390.52,2.0,1.0,1.0,121084.27,0
1182,850.0,1.0,0.0,43.0,3.0,0.0,?,0.0,0.0,2465.8,1
1183,591.0,2.0,,37.0,4.0,0.0,2.0,0.0,1.0,121537.91,0
1184,749.0,0.0,0.0,40.0,5.0,128743.8,1.0,1.0,0.0,167033.83,1
1185,707.0,1.0,1.0,?,7.0,152558.9,1.0,1.0,0.0,176680.23,0
1186,705.0,0.0,1.0,37.0,,93791.21,1.0,0.0,,155786.66,0
1187,628.0,1.0,1.0,41.0,7.0,0.0,2.0,1.0,1.0,158034.89,0
1188,610.0,1.0,0.0,23.0,9.0,91897.8,2.0,0.0,0.0,144584.29,0
1189,488.0,1.0,0.0,26.0,3.0,0.0,2.0,0.0,0.0,170333.38,1
1190,543.0,0.0,1.0,38.0,6.0,148061.89,1.0,1.0,1.0,93568.77,0
1191,605.0,2.0,1.0,41.0,5.0,0.0,4.0,1.0,0.0,86935.08,1
1192,711.0,0.0,0.0,?,4.0,?,1.0,1.0,0.0,106712.46,1
1193,705.0,1.0,1.0,52.0,3.0,132576.06,1.0,1.0,1.0,187826.93,1
1194,850.0,1.0,1.0,23.0,1.0,0.0,2.0,1.0,1.0,52876.41,0
1195,769.0,1.0,0.0,31.0,10.0,0.0,,0.0,0.0,49418.19,0
1196,516.0,0.0,,50.0,4.0,95022.57,1.0,1.0,1.0,129107.59,1
1197,543.0,?,1.0,34.0,3.0,0.0,2.0,0.0,1.0,125762.95,0
1198,488.0,0.0,0.0,36.0,1.0,94607.08,1.0,1.0,1.0,47848.56,0
1199,587.0,1.0,1.0,34.0,2.0,90963.85,2.0,0.0,1.0,54846.78,0
1200,585.0,2.0,1.0,35.0,9.0,89893.34,1.0,?,1.0,132719.09,0
1201,850.0,1.0,0.0,32.0,5.0,0.0,1.0,1.0,1.0,3830.59,0
1202,651.0,1.0,0.0,38.0,5.0,85906.65,1.0,1.0,0.0,134417.41,0
1203,676.0,1.0,1.0,31.0,10.0,96032.22,1.0,1.0,1.0,75825.57,0
1204,850.0,2.0,1.0,32.0,1.0,0.0,2.0,1.0,0.0,126812.63,0
1205,578.0,1.0,0.0,35.0,3.0,0.0,1.0,0.0,0.0,144251.38,1
1206,634.0,2.0,1.0,35.0,4.0,0.0,2.0,1.0,1.0,141533.19,0
1207,833.0,1.0,0.0,54.0,4.0,0.0,2.0,1.0,1.0,167522.19,0
1208,430.0,0.0,1.0,66.0,4.0,135392.31,2.0,?,1.0,172852.06,0
1209,609.0,1.0,0.0,49.0,9.0,0.0,1.0,0.0,0.0,163516.16,1
1210,721.0,2.0,0.0,29.0,7.0,115766.26,1.0,1.0,1.0,123587.87,0
1211,748.0,1.0,0.0,48.0,6.0,71240.0,1.0,1.0,1.0,169964.92,0
1212,597.0,1.0,0.0,30.0,8.0,0.0,2.0,1.0,0.0,4700.66,0
1213,624.0,1.0,1.0,29.0,2.0,0.0,2.0,1.0,1.0,46776.48,0
1214,619.0,1.0,1.0,43.0,1.0,0.0,1.0,0.0,0.0,131660.31,1
1215,628.0,1.0,1.0,29.0,7.0,0.0,1.0,1.0,0.0,126812.73,0
1216,697.0,0.0,1.0,?,6.0,132876.55,2.0,0.0,0.0,129964.94,0
1217,692.0,,0.0,37.0,1.0,0.0,2.0,1.0,1.0,121249.43,0
1218,637.0,2.0,1.0,31.0,?,107571.61,1.0,1.0,0.0,113695.99,0
1219,719.0,1.0,1.0,55.0,5.0,0.0,1.0,1.0,1.0,144880.81,0
1220,775.0,1.0,1.0,34.0,8.0,111213.64,1.0,0.0,,131807.14,0
1221,577.0,1.0,0.0,32.0,5.0,111574.41,1.0,?,0.0,166472.81,0
1222,713.0,1.0,1.0,34.0,5.0,0.0,2.0,1.0,0.0,144517.19,0
1223,819.0,1.0,1.0,31.0,,0.0,2.0,0.0,0.0,8222.96,0
1224,653.0,2.0,0.0,37.0,6.0,152760.24,2.0,1.0,0.0,48990.5,0
1225,579.0,1.0,1.0,29.0,5.0,0.0,2.0,1.0,1.0,,0
